1,-0.0,-0.0,-0.00029023,1.012e-05,-3.44e-06,-0.0
4,-0.89071309,0.02189305,0.01469195,0.06275391,0.05538212,0.05631393
5,-1.96947251,0.04966543,-0.00792274,0.04603735,0.08208576,0.07052455
12,-2.74069889,0.03189637,-0.03586398,0.00303239,0.0679694,0.01854003
3,0.23239572,-1.14198035,0.15461897,0.222263,0.10587311,0.07814839
27,-0.92310637,-1.15684553,0.10834218,0.05021281,-0.03757367,0.01759656
18,-1.99950593,-1.16701301,0.09985172,0.34013465,0.0377249,-0.08885462
17,-2.76925211,-1.18101866,0.08318287,0.05064332,0.03186042,0.16573172
31,0.10935928,-2.34371137,0.21514415,0.11651528,-0.02897959,0.16588065
28,-0.9486378,-2.35854717,0.18294855,0.11500953,-0.03756395,0.1509783
19,-2.03316328,-2.36206013,0.16896691,0.05210581,0.05989198,-0.03973551
16,-2.76830148,-2.39143204,0.15438099,0.18790815,-0.11330458,0.01796911
32,0.05321152,-3.53246031,0.22814367,0.1392465,0.0674821,0.0640536
25,-0.95106353,-3.56759583,0.22678519,0.15197047,-0.0039252,0.04155655
20,-1.9973349,-3.5622796,0.18548679,0.15224533,-0.0590639,0.1607998
15,-2.7457423,-3.58658691,0.14995961,0.1847832,-0.11767777,-0.04160363
30,0.13894784,-4.73114888,0.23084533,0.14721125,-0.02058495,0.23367713
26,-1.0305556,-4.7271338,0.09696496,0.09462976,-0.05964756,0.00606867
21,-2.00983726,-4.79345891,0.15531946,0.19667262,0.05227018,-0.073453
14,-2.7373181,-4.80795883,0.13861579,0.28243429,0.03269561,0.13785963
29,0.13730505,-5.92995069,0.15868354,0.1041819,-0.08740256,0.2225294
23,-0.85289604,-5.95661628,0.04570429,0.19985396,-0.08847476,0.25389598
22,-1.96114604,-6.00752664,0.07185553,0.20736352,0.02245115,0.15996104
13,-2.7530854,-6.02782806,0.08366088,0.20255186,0.01132956,0.17209901
0,1.14711607,1.44186866,0.89669847,-0.08231893,2.33258126,-2.07518122
